MNC5687700	[PF00569.7;ZZ]
MNC5693616	[PF06071.2;DUF933]
MNC5693615	[PF07683.2;CobW_C]
MNC5693618	[PF00112.10;Peptidase_C1]
MNC5693617	[PF03208.6;PRA1]
MNC5689084	[PF01868.6;UPF0086]
MNC5689083	[PF00254.14;FKBP_C]
MNC5689081	[PF05899.2;Cupin_3]
MNC5687220	[PF00076.9;RRM_1]
MNC5689088	[PF02799.4;NMT_C]
MNC5688037	[PF00011.8;HSP20]
MNC5687625	[PF03171.8;2OG-FeII_Oxy]
MNC5692507	[PF00505.7;HMG_box]
MNC5692503	[PF00011.8;HSP20]
MNC5692504	[PF01090.7;Ribosomal_S19e]
MNC5692502	[PF00928.9;Adap_comp_sub]
MNC5688928	[PF00097.10;zf-C3HC4]
MNC5688926	[PF00201.8;UDPGT]
MNC5695846	[PF00069.12;Pkinase]
MNC5690392	[PF00504.11;Chloroa_b-bind]
MNC5695844	[PF04185.2;Phosphoesterase]
MNC5695842	[PF00826.7;Ribosomal_L10e]
MNC5687969	[PF01248.11;Ribosomal_L7Ae]
MNC5695839	[PF02453.7;Reticulon]
MNC5698147	[PF05091.2;eIF-3_zeta]
MNC5698142	[PF00076.9;RRM_1]
MNC5698141	[PF04564.3;U-box]
MNC5698144	[PF00226.16;DnaJ]
MNC5698143	[PF00067.10;p450]
MNC5695151	[PF05903.2;DUF862]
MNC5696516	[PF05739.6;SNARE]
MNC5696328	[PF02298.7;Cu_bind_like]
MNC5696327	[PF04418.2;DUF543]
MNC5696324	[PF00231.8;ATP-synt]
MNC5696323	[PF00240.11;ubiquitin]
MNC5696320	[PF04852.2;DUF640]
MNC5696319	[PF01159.7;Ribosomal_L6e]
MNC5696322	[PF00722.9;Glyco_hydro_16]
MNC5696321	[PF04193.4;PQ-loop]
MNC5695321	[PF00806.8;PUF]
MNC5691528	[PF00240.11;ubiquitin]
MNC5695319	[PF02880.5;PGM_PMM_III]
MNC5695320	[PF01915.11;Glyco_hydro_3_C]
MNC5691520	[PF02496.5;ABA_WDS]
MNC5695327	[PF00125.10;Histone]
MNC5691523	[PF00160.10;Pro_isomerase]
MNC5687404	[PF00201.8;UDPGT]
MNC5696029	[PF00069.12;Pkinase]
MNC5693095	[PF04096.3;Nucleoporin2]
MNC5695185	[PF00632.11;HECT]
MNC5696031	[PF01873.7;eIF-5_eIF-2B]
MNC5695182	[PF05008.3;V-SNARE]
MNC5695187	[PF03760.5;LEA_1]
MNC5696033	[PF00240.11;ubiquitin]
MNC5696036	[PF00169.14;PH]
MNC5695036	[PF02458.5;Transferase]
MNC5695449	[PF00958.9;GMP_synt_C]
MNC5695030	[PF07690.3;MFS_1]
MNC5692096	[PF07732.2;Cu-oxidase_3]
MNC5692092	[PF05799.1;COX5C]
MNC5692098	[PF01490.7;Aa_trans]
MNC5692312	[PF00069.12;Pkinase]
MNC5692309	[PF00955.8;HCO3_cotransp]
MNC5693038	[PF03016.4;Exostosin]
MNC5687060	[PF00046.15;Homeobox]
MNC5688610	[PF00903.12;Glyoxalase]
MNC5688611	[PF00928.9;Adap_comp_sub]
MNC5687068	[PF00025.10;Arf]
MNC5697448	[PF00230.8;MIP]
MNC5697444	[PF00026.12;Asp]
MNC5697442	[PF01764.12;Lipase_3]
MNC5697441	[PF00582.13;Usp]
MNC5689888	[PF05173.2;DapB_C]
MNC5689884	[PF01486.7;K-box]
MNC5689883	[PF00504.11;Chloroa_b-bind]
MNC5689880	[PF07320.1;Hin1]
MNC5689882	[PF07714.2;Pkinase_Tyr]
MNC5696844	[PF00332.8;Glyco_hydro_17]
MNC5696810	[PF01063.8;Aminotran_4]
MNC5696847	[PF00804.12;Syntaxin]
MNC5696818	[PF02469.8;Fasciclin]
MNC5694587	[PF03105.8;SPX]
MNC5694585	[PF02341.5;RcbX]
MNC5694580	[PF00628.15;PHD]
MNC5694579	[PF00400.17;WD40]
MNC5694645	[PF00827.7;Ribosomal_L15e]
MNC5694646	[PF00278.10;Orn_DAP_Arg_deC]
MNC5694639	[PF03552.3;Cellulose_synt]
MNC5694640	[PF06725.1;3D]
MNC5694642	[PF00702.11;Hydrolase]
MNC5690550	[PF00856.15;SET]
MNC5690558	[PF01095.8;Pectinesterase]
MNC5696198	[PF07731.1;Cu-oxidase_2]
MNC5696191	[PF02777.6;Sod_Fe_C]
MNC5696189	[PF05648.1;PEX11]
MNC5696193	[PF00177.9;Ribosomal_S7]
MNC5692866	[PF00067.10;p450]
MNC5692862	[PF03348.5;TMS_TDE]
MNC5692859	[PF01596.7;Methyltransf_3]
MNC5694217	[PF00332.8;Glyco_hydro_17]
MNC5694218	[PF07859.1;Abhydrolase_3]
MNC5694215	[PF03479.4;DUF296]
MNC5694214	[PF00076.9;RRM_1]
MNC5694211	[PF03936.4;Terpene_synth_C]
MNC5694212	[PF00722.9;Glyco_hydro_16]
MNC5691182	[PF01643.7;Acyl-ACP_TE]
MNC5694337	[PF01399.12;PCI]
MNC5694338	[PF01883.7;DUF59]
MNC5688424	[PF05221.5;AdoHcyase]
MNC5689688	[PF00657.10;Lipase_GDSL]
MNC5689682	[PF07320.1;Hin1]
MNC5689681	[PF00112.10;Peptidase_C1]
MNC5689685	[PF07320.1;Hin1]
MNC5689684	[PF00069.12;Pkinase]
MNC5687613	[PF00230.8;MIP]
MNC5693598	[PF03501.4;S10_plectin]
MNC5693597	[PF02716.4;Isoflavone_redu]
MNC5693596	[PF03005.5;DUF231]
MNC5693595	[PF00162.7;PGK]
MNC5689028	[PF01040.7;UbiA]
MNC5689021	[PF00012.7;HSP70]
MNC5689020	[PF03171.8;2OG-FeII_Oxy]
MNC5687645	[PF02519.4;Auxin_inducible]
MNC5691457	[PF07859.1;Abhydrolase_3]
MNC5691458	[PF05512.1;AWPM-19]
MNC5695786	[PF02018.6;CBM_4_9]
MNC5687567	[PF00722.9;Glyco_hydro_16]
MNC5688940	[PF01459.7;Porin_3]
MNC5688941	[PF07714.2;Pkinase_Tyr]
MNC5688943	[PF01156.8;IU_nuc_hydro]
MNC5688946	[PF05512.1;AWPM-19]
MNC5688309	[PF07189.1;SF3b10]
MNC5697870	[PF03151.5;DUF250]
MNC5697872	[PF07744.1;SPOC]
MNC5694933	[PF00232.8;Glyco_hydro_1]
MNC5687169	[PF01717.6;Methionine_synt]
MNC5694934	[PF01095.8;Pectinesterase]
MNC5698120	[PF05193.7;Peptidase_M16_C]
MNC5698122	[PF00400.17;WD40]
MNC5698121	[PF00118.12;Cpn60_TCP1]
MNC5698124	[PF02985.7;HEAT]
MNC5696386	[PF03999.2;MAP65_ASE1]
MNC5696380	[PF00141.10;peroxidase]
MNC5696379	[PF01267.7;F-actin_cap_A]
MNC5696388	[PF00481.9;PP2C]
MNC5696387	[PF06749.1;DUF1218]
MNC5688452	[PF00044.10;Gp_dh_N]
MNC5691169	[PF03015.7;Sterile]
MNC5688455	[PF00107.13;ADH_zinc_N]
MNC5691174	[PF00069.12;Pkinase]
MNC5691178	[PF00652.10;Ricin_B_lectin]
MNC5691177	[PF00141.10;peroxidase]
MNC5693828	[PF00561.8;Abhydrolase_1]
MNC5693822	[PF00025.10;Arf]
MNC5693821	[PF00067.10;p450]
MNC5693820	[PF00118.12;Cpn60_TCP1]
MNC5693824	[PF01679.6;UPF0057]
MNC5697760	[PF00179.14;UQ_con]
MNC5689477	[PF00314.7;Thaumatin]
MNC5697764	[PF02469.8;Fasciclin]
MNC5691544	[PF00501.13;AMP-binding]
MNC5691547	[PF00112.10;Peptidase_C1]
MNC5691548	[PF00673.9;Ribosomal_L5_C]
MNC5696601	[PF00832.9;Ribosomal_L39]
MNC5696600	[PF00400.17;WD40]
MNC5696606	[PF02542.5;YgbB]
MNC5695383	[PF00190.10;Cupin_1]
MNC5695384	[PF00311.7;PEPcase]
MNC5695385	[PF00582.13;Usp]
MNC5695379	[PF00288.11;GHMP_kinases]
MNC5695381	[PF02136.9;NTF2]
MNC5696443	[PF00694.8;Aconitase_C]
MNC5695387	[PF00352.11;TBP]
MNC5695388	[PF00076.9;RRM_1]
MNC5687383	[PF00789.9;UBX]
MNC5695207	[PF00155.8;Aminotran_1_2]
MNC5695208	[PF07690.3;MFS_1]
MNC5695202	[PF00828.8;Ribosomal_L18e]
MNC5695204	[PF01883.7;DUF59]
MNC5695205	[PF00023.15;Ank]
MNC5695206	[PF02987.6;LEA_4]
MNC5690292	[PF00190.10;Cupin_1]
MNC5690290	[PF07734.1;FBA_1]
MNC5690296	[PF00201.8;UDPGT]
MNC5690295	[PF00005.12;ABC_tran]
MNC5696006	[PF00847.8;AP2]
MNC5696008	[PF02672.5;CP12]
MNC5689293	[PF00650.8;CRAL_TRIO]
MNC5689294	[PF00856.15;SET]
MNC5689289	[PF00067.10;p450]
MNC5687123	[PF03283.3;PAE]
MNC5689297	[PF00125.10;Histone]
MNC5692740	[PF04674.2;Phi_1]
MNC5692739	[PF00097.10;zf-C3HC4]
MNC5692076	[PF03018.4;Dirigent]
MNC5694407	[PF03914.4;CBF]
MNC5694400	[PF02775.7;TPP_enzyme_C]
MNC5694399	[PF00031.9;Cystatin]
MNC5694405	[PF06232.1;ATS3]
MNC5693404	[PF00753.14;Lactamase_B]
MNC5693406	[PF00892.8;DUF6]
MNC5693408	[PF01717.6;Methionine_synt]
MNC5689509	[PF04749.5;PLAC8]
MNC5689510	[PF03171.8;2OG-FeII_Oxy]
MNC5689511	[PF01190.7;Pollen_Ole_e_I]
MNC5689513	[PF00141.10;peroxidase]
MNC5691918	[PF06825.1;HSBP1]
MNC5688621	[PF00355.14;Rieske]
MNC5691910	[PF04852.2;DUF640]
MNC5688623	[PF00076.9;RRM_1]
MNC5691914	[PF02577.4;DUF151]
MNC5693057	[PF06426.2;SATase_N]
MNC5693058	[PF03556.5;DUF298]
MNC5697218	[PF00221.7;PAL]
MNC5697647	[PF00244.8;14-3-3]
MNC5697214	[PF01693.6;Cauli_VI]
MNC5697645	[PF03465.3;eRF1_3]
MNC5697643	[PF00071.11;Ras]
MNC5697210	[PF01257.7;Complex1_24kDa]
MNC5697209	[PF02544.6;Steroid_dh]
MNC5697640	[PF01248.11;Ribosomal_L7Ae]
MNC5693054	[PF03171.8;2OG-FeII_Oxy]
MNC5697650	[PF03171.8;2OG-FeII_Oxy]
MNC5689823	[PF00481.9;PP2C]
MNC5687047	[PF07734.1;FBA_1]
MNC5687041	[PF00627.16;UBA]
MNC5691112	[PF07731.1;Cu-oxidase_2]
MNC5691115	[PF04305.2;DUF455]
MNC5691117	[PF00646.18;F-box]
MNC5697459	[PF05631.3;DUF791]
MNC5698014	[PF01344.12;Kelch_1]
MNC5698015	[PF00171.9;Aldedh]
MNC5698012	[PF00153.13;Mito_carr]
MNC5694560	[PF00210.10;Ferritin]
MNC5694559	[PF01896.7;DNA_primase_S]
MNC5694829	[PF01111.8;CKS]
MNC5694836	[PF04862.2;DUF642]
MNC5694563	[PF00004.15;AAA]
MNC5694566	[PF06521.1;PAR1]
MNC5694567	[PF04616.4;Glyco_hydro_43]
MNC5694838	[PF00892.8;DUF6]
MNC5694837	[PF03171.8;2OG-FeII_Oxy]
MNC5690079	[PF01073.7;3Beta_HSD]
MNC5696797	[PF01187.7;MIF]
MNC5696798	[PF01230.11;HIT]
MNC5690083	[PF03552.3;Cellulose_synt]
MNC5696828	[PF00270.15;DEAD]
MNC5696826	[PF00125.10;Histone]
MNC5696792	[PF00549.9;Ligase_CoA]
MNC5696822	[PF00036.17;efhand]
MNC5696820	[PF02991.5;MAP1_LC3]
MNC5689603	[PF00069.12;Pkinase]
MNC5694627	[PF02201.6;SWIB]
MNC5694628	[PF01344.12;Kelch_1]
MNC5694625	[PF01569.9;PAP2]
MNC5694626	[PF00658.7;PABP]
MNC5694623	[PF00867.8;XPG_I]
MNC5694621	[PF00249.16;Myb_DNA-binding]
MNC5694619	[PF01282.8;Ribosomal_S24e]
MNC5694620	[PF00403.13;HMA]
MNC5690067	[PF00804.12;Syntaxin]
MNC5692127	[PF01217.9;Clat_adaptor_s]
MNC5690059	[PF00240.11;ubiquitin]
MNC5696133	[PF03195.4;DUF260]
MNC5696136	[PF00227.13;Proteasome]
MNC5693651	[PF00561.8;Abhydrolase_1]
MNC5693653	[PF07859.1;Abhydrolase_3]
MNC5693654	[PF05199.2;GMC_oxred_C]
MNC5693656	[PF00018.14;SH3_1]
MNC5693657	[PF02704.4;GASA]
MNC5689666	[PF03763.3;Remorin_C]
MNC5689413	[PF00076.9;RRM_1]
MNC5689662	[PF00241.8;Cofilin_ADF]
MNC5689661	[PF07770.1;SFT2]
MNC5695659	[PF00071.11;Ras]
MNC5695665	[PF07859.1;Abhydrolase_3]
MNC5691798	[PF01975.6;SurE]
MNC5695663	[PF01398.9;Mov34]
MNC5691796	[PF01190.7;Pollen_Ole_e_I]
MNC5691795	[PF00072.10;Response_reg]
MNC5695668	[PF00262.7;Calreticulin]
MNC5691791	[PF03492.3;Methyltransf_7]
MNC5691789	[PF03822.3;NAF]
MNC5690730	[PF00097.10;zf-C3HC4]
MNC5693575	[PF03009.7;GDPD]
MNC5693570	[PF05365.1;UCR_UQCRX_QCR9]
MNC5693569	[PF07859.1;Abhydrolase_3]
MNC5691087	[PF05329.1;DUF731]
MNC5697849	[PF01170.8;UPF0020]
MNC5689045	[PF00069.12;Pkinase]
MNC5692602	[PF00332.8;Glyco_hydro_17]
MNC5687659	[PF00314.7;Thaumatin]
MNC5697099	[PF02800.6;Gp_dh_C]
MNC5697317	[PF04939.2;RRS1]
MNC5697315	[PF02469.8;Fasciclin]
MNC5697313	[PF00538.7;Linker_histone]
MNC5697314	[PF00022.7;Actin]
MNC5697311	[PF00462.9;Glutaredoxin]
MNC5697312	[PF01596.7;Methyltransf_3]
MNC5697309	[PF01070.7;FMN_dh]
MNC5697104	[PF01399.12;PCI]
MNC5692607	[PF02536.4;mTERF]
MNC5695683	[PF00266.8;Aminotran_5]
MNC5692577	[PF03759.3;DUF315]
MNC5692578	[PF01248.11;Ribosomal_L7Ae]
MNC5687933	[PF00067.10;p450]
MNC5690409	[PF01230.11;HIT]
MNC5690417	[PF00069.12;Pkinase]
MNC5697894	[PF02065.8;Melibiase]
MNC5697897	[PF00107.13;ADH_zinc_N]
MNC5696894	[PF00571.15;CBS]
MNC5693817	[PF07731.1;Cu-oxidase_2]
MNC5696360	[PF00071.11;Ras]
MNC5696363	[PF00091.14;Tubulin]
MNC5696365	[PF05216.2;UNC-50]
MNC5688436	[PF07320.1;Hin1]
MNC5691190	[PF00153.13;Mito_carr]
MNC5691189	[PF00179.14;UQ_con]
MNC5691191	[PF06814.2;Lung_7-TM_R]
MNC5691198	[PF00291.12;PALP]
MNC5688369	[PF00504.11;Chloroa_b-bind]
MNC5693846	[PF00150.7;Cellulase]
MNC5693845	[PF05193.7;Peptidase_M16_C]
MNC5693839	[PF00201.8;UDPGT]
MNC5691560	[PF07797.1;DUF1639]
MNC5691568	[PF00201.8;UDPGT]
MNC5695457	[PF00412.9;LIM]
MNC5695458	[PF01152.9;Bac_globin]
MNC5695365	[PF03188.5;Cytochrom_B561]
MNC5695452	[PF01849.6;NAC]
MNC5695361	[PF00121.7;TIM]
MNC5695455	[PF00326.8;Peptidase_S9]
MNC5695456	[PF00083.11;Sugar_tr]
MNC5697350	[PF01652.8;IF4E]
MNC5697349	[PF00071.11;Ras]
MNC5687361	[PF00060.15;Lig_chan]
MNC5696501	[PF01544.8;CorA]
MNC5687367	[PF00201.8;UDPGT]
MNC5690273	[PF00067.10;p450]
MNC5690276	[PF00673.9;Ribosomal_L5_C]
MNC5690270	[PF01650.6;Peptidase_C13]
MNC5690721	[PF01667.6;Ribosomal_S27e]
MNC5690719	[PF00026.12;Asp]
MNC5690278	[PF00810.8;ER_lumen_recept]
MNC5696502	[PF03134.7;TB2_DP1_HVA22]
MNC5687141	[PF00221.7;PAL]
MNC5694032	[PF00069.12;Pkinase]
MNC5694029	[PF02735.5;Ku]
MNC5694036	[PF00125.10;Histone]
MNC5694035	[PF00332.8;Glyco_hydro_17]
MNC5692724	[PF00011.8;HSP20]
MNC5692725	[PF01360.9;Monooxygenase]
MNC5692721	[PF00271.16;Helicase_C]
MNC5688641	[PF03357.8;SNF7]
MNC5688639	[PF05705.4;DUF829]
MNC5688644	[PF00230.8;MIP]
MNC5693078	[PF00416.10;Ribosomal_S13]
MNC5693076	[PF00179.14;UQ_con]
MNC5697624	[PF01780.8;Ribosomal_L37ae]
MNC5697626	[PF00230.8;MIP]
MNC5697625	[PF00198.11;2-oxoacid_dh]
MNC5697620	[PF01658.6;Inos-1-P_synth]
MNC5697619	[PF00450.10;Peptidase_S10]
MNC5697622	[PF02347.5;GDC-P]
MNC5697621	[PF04674.2;Phi_1]
MNC5697628	[PF01190.7;Pollen_Ole_e_I]
MNC5697627	[PF03947.6;Ribosomal_L2_C]
MNC5689840	[PF00153.13;Mito_carr]
MNC5689844	[PF00295.7;Glyco_hydro_28]
MNC5689843	[PF05558.2;DREPP]
MNC5689846	[PF00575.10;S1]
MNC5697480	[PF00009.12;GTP_EFTU]
MNC5697479	[PF00067.10;p450]
MNC5697482	[PF00076.9;RRM_1]
MNC5697484	[PF00179.14;UQ_con]
MNC5697483	[PF02469.8;Fasciclin]
MNC5697486	[PF00013.15;KH_1]
MNC5697488	[PF00234.9;Tryp_alpha_amyl]
MNC5697487	[PF00298.8;Ribosomal_L11]
MNC5697718	[PF00412.9;LIM]
MNC5694854	[PF02716.4;Isoflavone_redu]
MNC5694856	[PF01915.11;Glyco_hydro_3_C]
MNC5694855	[PF00265.8;TK]
MNC5694850	[PF03178.4;CPSF_A]
MNC5694852	[PF00679.11;EFG_C]
MNC5694858	[PF00156.12;Pribosyltran]
MNC5694857	[PF00481.9;PP2C]
MNC5696307	[PF00584.8;SecE]
MNC5696303	[PF02867.4;Ribonuc_red_lgC]
MNC5696304	[PF00875.7;DNA_photolyase]
MNC5696306	[PF01849.6;NAC]
MNC5696300	[PF00189.8;Ribosomal_S3_C]
MNC5696301	[PF07714.2;Pkinase_Tyr]
MNC5696302	[PF02114.6;Phosducin]
MNC5696769	[PF00406.10;ADK]
MNC5696774	[PF00332.8;Glyco_hydro_17]
MNC5692902	[PF04398.2;DUF538]
MNC5692900	[PF00179.14;UQ_con]
MNC5692905	[PF00403.13;HMA]
MNC5692906	[PF03171.8;2OG-FeII_Oxy]
MNC5692903	[PF01596.7;Methyltransf_3]
MNC5692904	[PF01209.8;Ubie_methyltran]
MNC5692908	[PF00641.7;zf-RanBP]
MNC5696153	[PF00248.9;Aldo_ket_red]
MNC5696154	[PF00400.17;WD40]
MNC5696152	[PF01488.6;Shikimate_DH]
MNC5696149	[PF00076.9;RRM_1]
MNC5696157	[PF00722.9;Glyco_hydro_16]
MNC5696158	[PF00347.11;Ribosomal_L6]
MNC5695100	[PF02271.5;UCR_14kD]
MNC5695099	[PF00249.16;Myb_DNA-binding]
MNC5695102	[PF00722.9;Glyco_hydro_16]
MNC5695101	[PF01357.9;Pollen_allerg_1]
MNC5690085	[PF01596.7;Methyltransf_3]
MNC5695108	[PF00403.13;HMA]
MNC5691304	[PF02887.4;PK_C]
MNC5690088	[PF02298.7;Cu_bind_like]
MNC5691302	[PF01095.8;Pectinesterase]
MNC5691301	[PF01293.8;PEPCK_ATP]
MNC5693637	[PF01158.7;Ribosomal_L36e]
MNC5693638	[PF00464.8;SHMT]
MNC5693632	[PF04729.3;Anti-silence]
MNC5693635	[PF00722.9;Glyco_hydro_16]
MNC5693634	[PF00097.10;zf-C3HC4]
MNC5693556	[PF02201.6;SWIB]
MNC5693554	[PF00266.8;Aminotran_5]
MNC5693549	[PF00069.12;Pkinase]
MNC5693558	[PF06749.1;DUF1218]
MNC5693557	[PF05699.2;hATC]
MNC5689646	[PF07731.1;Cu-oxidase_2]
MNC5689644	[PF04970.3;NC]
MNC5689643	[PF01222.7;ERG4_ERG24]
MNC5695684	[PF00736.8;EF1_GNE]
MNC5695907	[PF07883.1;Cupin_2]
MNC5695685	[PF00082.10;Peptidase_S8]
MNC5695679	[PF02953.5;zf-Tim10_DDP]
MNC5695682	[PF07738.1;Sad1_UNC]
MNC5690412	[PF03330.6;DPBB_1]
MNC5695901	[PF01937.9;DUF89]
MNC5695904	[PF00808.11;CBFD_NFYB_HMF]
MNC5690418	[PF03030.5;H_PPase]
MNC5695906	[PF02781.4;G6PD_C]
MNC5695905	[PF00240.11;ubiquitin]
MNC5694697	[PF00334.7;NDK]
MNC5691776	[PF00009.12;GTP_EFTU]
MNC5691778	[PF00190.10;Cupin_1]
MNC5693308	[PF00226.16;DnaJ]
MNC5693299	[PF00043.12;GST_C]
MNC5693304	[PF00190.10;Cupin_1]
MNC5693303	[PF00234.9;Tryp_alpha_amyl]
MNC5693306	[PF00013.15;KH_1]
MNC5688892	[PF01655.7;Ribosomal_L32e]
MNC5688889	[PF00505.7;HMG_box]
MNC5688896	[PF01015.7;Ribosomal_S3Ae]
MNC5692411	[PF00176.12;SNF2_N]
MNC5692410	[PF00719.8;Pyrophosphatase]
MNC5688669	[PF00180.7;Iso_dh]
MNC5694242	[PF04646.2;DUF604]
MNC5694245	[PF01849.6;NAC]
MNC5694246	[PF00141.10;peroxidase]
MNC5694247	[PF01756.6;ACOX]
MNC5694248	[PF01095.8;Pectinesterase]
MNC5690951	[PF01439.7;Metallothio_2]
MNC5690954	[PF02519.4;Auxin_inducible]
MNC5690958	[PF00290.10;Trp_syntA]
MNC5692597	[PF03656.3;Pam16]
MNC5692598	[PF02458.5;Transferase]
MNC5692589	[PF00576.10;Transthyretin]
MNC5692596	[PF00182.8;Glyco_hydro_19]
MNC5687949	[PF00201.8;UDPGT]
MNC5697837	[PF00091.14;Tubulin]
MNC5697838	[PF00022.7;Actin]
MNC5697829	[PF00838.7;TCTP]
MNC5697830	[PF00153.13;Mito_carr]
MNC5697831	[PF00091.14;Tubulin]
MNC5697832	[PF00091.14;Tubulin]
MNC5697833	[PF01287.8;eIF-5a]
MNC5697834	[PF00179.14;UQ_con]
MNC5697836	[PF00091.14;Tubulin]
MNC5687449	[PF00891.7;Methyltransf_2]
MNC5693081	[PF00069.12;Pkinase]
MNC5693088	[PF04145.4;Ctr]
MNC5697698	[PF00240.11;ubiquitin]
MNC5691138	[PF01439.7;Metallothio_2]
MNC5688496	[PF00248.9;Aldo_ket_red]
MNC5688493	[PF07859.1;Abhydrolase_3]
MNC5691132	[PF02852.9;Pyr_redox_dim]
MNC5693866	[PF04570.3;DUF581]
MNC5693865	[PF06749.1;DUF1218]
MNC5693864	[PF00289.10;CPSase_L_chain]
MNC5693863	[PF05686.2;DUF821]
MNC5693860	[PF00515.14;TPR_1]
MNC5693868	[PF00262.7;Calreticulin]
MNC5696506	[PF00067.10;p450]
MNC5695431	[PF04062.3;P21-Arc]
MNC5695429	[PF00141.10;peroxidase]
MNC5695430	[PF07724.1;AAA_2]
MNC5695435	[PF01187.7;MIF]
MNC5691587	[PF01738.6;DLH]
MNC5691588	[PF07716.2;bZIP_2]
MNC5691583	[PF03632.4;Glyco_hydro_65m]
MNC5696025	[PF00400.17;WD40]
MNC5690258	[PF00571.15;CBS]
MNC5690257	[PF01725.6;Ham1p_like]
MNC5690744	[PF07911.1;DUF1677]
MNC5690255	[PF00125.10;Histone]
MNC5690253	[PF00305.7;Lipoxygenase]
MNC5690250	[PF01370.8;Epimerase]
MNC5694055	[PF02773.5;S-AdoMet_synt_C]
MNC5694050	[PF03141.4;DUF248]
MNC5694052	[PF01439.7;Metallothio_2]
MNC5694051	[PF00550.10;PP-binding]
MNC5692784	[PF00389.16;2-Hacid_dh]
MNC5692782	[PF00106.12;adh_short]
MNC5692781	[PF04752.2;ChaC]
MNC5692780	[PF00107.13;ADH_zinc_N]
MNC5692787	[PF00118.12;Cpn60_TCP1]
MNC5688665	[PF01373.7;Glyco_hydro_14]
MNC5688882	[PF03091.4;CutA1]
MNC5688659	[PF00650.8;CRAL_TRIO]
MNC5688885	[PF00069.12;Pkinase]
MNC5688662	[PF00076.9;RRM_1]
MNC5688887	[PF00347.11;Ribosomal_L6]
MNC5688888	[PF00231.8;ATP-synt]
MNC5697682	[PF00505.7;HMG_box]
MNC5697681	[PF03143.5;GTP_EFTU_D3]
MNC5693093	[PF00227.13;Proteasome]
MNC5697679	[PF00501.13;AMP-binding]
MNC5697686	[PF00244.8;14-3-3]
MNC5693089	[PF02773.5;S-AdoMet_synt_C]
MNC5697683	[PF00166.9;Cpn10]
MNC5697688	[PF03151.5;DUF250]
MNC5692201	[PF00013.15;KH_1]
MNC5697508	[PF03953.6;Tubulin_C]
MNC5692203	[PF02230.6;Abhydrolase_2]
MNC5697506	[PF06747.2;CHCH]
MNC5697504	[PF00756.9;Esterase]
MNC5697503	[PF00101.8;RuBisCO_small]
MNC5697502	[PF00091.14;Tubulin]
MNC5697501	[PF02773.5;S-AdoMet_synt_C]
MNC5697500	[PF00076.9;RRM_1]
MNC5695106	[PF01209.8;Ubie_methyltran]
MNC5694876	[PF03479.4;DUF296]
MNC5692808	[PF02291.5;TFIID-31kDa]
MNC5694872	[PF07719.2;TPR_2]
MNC5694599	[PF01027.10;UPF0005]
MNC5694869	[PF00118.12;Cpn60_TCP1]
MNC5696754	[PF00155.8;Aminotran_1_2]
MNC5696757	[PF04142.4;Nuc_sug_transp]
MNC5690639	[PF00967.7;Barwin]
MNC5690640	[PF01717.6;Methionine_synt]
MNC5694002	[PF00483.10;NTP_transferase]
MNC5694005	[PF00676.9;E1_dh]
MNC5694003	[PF02183.6;HALZ]
MNC5690644	[PF00011.8;HSP20]
MNC5691136	[PF03018.4;Dirigent]
MNC5691135	[PF00069.12;Pkinase]
MNC5695088	[PF00012.7;HSP70]
MNC5694341	[PF01214.7;CK_II_beta]
MNC5690027	[PF01115.7;F_actin_cap_B]
MNC5695084	[PF00234.9;Tryp_alpha_amyl]
MNC5691130	[PF00561.8;Abhydrolase_1]
MNC5693693	[PF06749.1;DUF1218]
MNC5693696	[PF03514.3;GRAS]
MNC5693689	[PF00010.13;HLH]
MNC5693691	[PF03171.8;2OG-FeII_Oxy]
MNC5693538	[PF00378.8;ECH]
MNC5693537	[PF00156.12;Pribosyltran]
MNC5693530	[PF02309.6;AUX_IAA]
MNC5693529	[PF01592.6;NifU_N]
MNC5693532	[PF05703.1;DUF828]
MNC5693531	[PF00069.12;Pkinase]
MNC5693533	[PF00501.13;AMP-binding]
MNC5691942	[PF01095.8;Pectinesterase]
MNC5689378	[PF00069.12;Pkinase]
MNC5689619	[PF00071.11;Ras]
MNC5689369	[PF00128.11;Alpha-amylase]
MNC5689376	[PF03763.3;Remorin_C]
MNC5695628	[PF05794.3;Tcp11]
MNC5695627	[PF00295.7;Glyco_hydro_28]
MNC5695623	[PF00230.8;MIP]
MNC5695620	[PF00657.10;Lipase_GDSL]
MNC5694842	[PF00071.11;Ras]
MNC5695998	[PF00504.11;Chloroa_b-bind]
MNC5695997	[PF00071.11;Ras]
MNC5694844	[PF03018.4;Dirigent]
MNC5696954	[PF02297.6;COX6B]
MNC5696951	[PF05347.4;Complex1_LYR]
MNC5695992	[PF01439.7;Metallothio_2]
MNC5692397	[PF07224.1;Chlorophyllase]
MNC5692398	[PF00234.9;Tryp_alpha_amyl]
MNC5692389	[PF00125.10;Histone]
MNC5695778	[PF00004.15;AAA]
MNC5692395	[PF00234.9;Tryp_alpha_amyl]
MNC5695995	[PF03547.6;Auxin_eff]
MNC5687707	[PF00891.7;Methyltransf_2]
MNC5687598	[PF05512.1;AWPM-19]
MNC5687701	[PF00185.10;OTCace]
MNC5694220	[PF00043.12;GST_C]
MNC5694226	[PF01946.6;Thi4]
MNC5694224	[PF00069.12;Pkinase]
MNC5690937	[PF00400.17;WD40]
MNC5690932	[PF02298.7;Cu_bind_like]
